frame,landmark_id,x,y,z,visibility
0,0,0.44873756170272827,0.3645033538341522,-0.5196771621704102,0.9998705387115479
0,1,0.4506031572818756,0.3440667688846588,-0.5097799301147461,0.9997956156730652
0,2,0.4588170647621155,0.338891863822937,-0.510060727596283,0.9997132420539856
0,3,0.4659426510334015,0.3346286416053772,-0.5099407434463501,0.9997428059577942
0,4,0.4334651529788971,0.3490559160709381,-0.4954189658164978,0.9998884201049805
0,5,0.42911139130592346,0.34839576482772827,-0.49609214067459106,0.9999183416366577
0,6,0.42508095502853394,0.3475857377052307,-0.49647292494773865,0.9999338388442993
0,7,0.4819766879081726,0.32094886898994446,-0.3518546223640442,0.9998624324798584
0,8,0.42892563343048096,0.33922451734542847,-0.2877316176891327,0.9998915195465088
0,9,0.47321969270706177,0.3675021827220917,-0.44895461201667786,0.9998277425765991
0,10,0.45030978322029114,0.37512892484664917,-0.43283480405807495,0.9998459815979004
0,11,0.5712583065032959,0.35377779603004456,-0.15937209129333496,0.9999430179595947
0,12,0.41608572006225586,0.366223007440567,-0.09316249191761017,0.9999792575836182
0,13,0.6083873510360718,0.42180943489074707,0.002604581182822585,0.8959564566612244
0,14,0.40361452102661133,0.4442330598831177,0.009913183748722076,0.9320082068443298
0,15,0.5951551198959351,0.5025463700294495,0.10489154607057571,0.8629271388053894
0,16,0.40547725558280945,0.4660654664039612,-0.038333240896463394,0.9904700517654419
0,17,0.5979515314102173,0.5283722281455994,0.1146697923541069,0.8318368792533875
0,18,0.40119826793670654,0.4960457682609558,-0.05157358944416046,0.9906021356582642
0,19,0.5933353304862976,0.5267580151557922,0.07519663870334625,0.8377076387405396
0,20,0.4069518744945526,0.49309104681015015,-0.07810992002487183,0.9913375377655029
0,21,0.5904314517974854,0.5206701755523682,0.09684233367443085,0.8169882297515869
0,22,0.41168200969696045,0.48514094948768616,-0.04796147346496582,0.9859421849250793
0,23,0.5597807765007019,0.5567381381988525,-0.012647613883018494,0.9999445676803589
0,24,0.46726083755493164,0.5582125186920166,0.01235709898173809,0.9999657869338989
0,25,0.5881437659263611,0.6061118841171265,-0.6112717986106873,0.998164713382721
0,26,0.4248720407485962,0.5783125758171082,-0.5728558897972107,0.9984627962112427
0,27,0.5671639442443848,0.8385918736457825,-0.6288398504257202,0.9966694712638855
0,28,0.43938857316970825,0.8463727235794067,-0.6365538835525513,0.997934103012085
0,29,0.5451325178146362,0.8679765462875366,-0.6378474235534668,0.9839942455291748
0,30,0.4568536877632141,0.8684859275817871,-0.6486930251121521,0.9800795912742615
0,31,0.5637702345848083,0.9611474871635437,-0.8658586144447327,0.9979135394096375
0,32,0.43340158462524414,0.9547930359840393,-0.8832502365112305,0.9980565905570984
1,0,0.4489063620567322,0.36451542377471924,-0.487405002117157,0.9998520016670227
1,1,0.45084327459335327,0.3437795341014862,-0.4766862988471985,0.9997761249542236
1,2,0.4589442312717438,0.3386227786540985,-0.4770013988018036,0.9996883869171143
1,3,0.46616634726524353,0.3342588543891907,-0.4769060015678406,0.9997206926345825
1,4,0.43381989002227783,0.34898656606674194,-0.46093690395355225,0.9998760223388672
1,5,0.4293360412120819,0.3483814597129822,-0.4615551829338074,0.9999086856842041
1,6,0.42513614892959595,0.3475857079029083,-0.4619053304195404,0.9999254941940308
1,7,0.48310568928718567,0.3208841383457184,-0.32412371039390564,0.9998497366905212
1,8,0.42893198132514954,0.3392069637775421,-0.25356847047805786,0.999872088432312
1,9,0.47265496850013733,0.36829978227615356,-0.41961541771888733,0.9997922778129578
1,10,0.45032498240470886,0.37521564960479736,-0.4016905128955841,0.999805748462677
1,11,0.5728091597557068,0.354725182056427,-0.15771181881427765,0.9999400973320007
1,12,0.41637367010116577,0.36941826343536377,-0.0649794414639473,0.9999746680259705
1,13,0.6082503199577332,0.42463821172714233,-0.02057019993662834,0.8864902257919312
1,14,0.41257721185684204,0.45389705896377563,0.01009516604244709,0.9019479155540466
1,15,0.5962148904800415,0.502022922039032,0.056053221225738525,0.8410730361938477
1,16,0.40732845664024353,0.46654507517814636,-0.06147413328289986,0.9836246967315674
1,17,0.5982144474983215,0.5269483923912048,0.060140322893857956,0.8107553720474243
1,18,0.40122440457344055,0.4960900545120239,-0.07872476428747177,0.9855515360832214
1,19,0.5935891270637512,0.5265119075775146,0.02462870255112648,0.816983163356781
1,20,0.4070727527141571,0.4925408959388733,-0.10546160489320755,0.9866504073143005
1,21,0.5907495021820068,0.5199633836746216,0.04851693660020828,0.7950647473335266
1,22,0.4122661054134369,0.4850507974624634,-0.07316505908966064,0.9794108867645264
1,23,0.5601392984390259,0.5580348372459412,-0.017258265987038612,0.999945342540741
1,24,0.46701595187187195,0.5582424402236938,0.01701388880610466,0.9999656677246094
1,25,0.589521050453186,0.6042695641517639,-0.6129573583602905,0.9981278777122498
1,26,0.4233439564704895,0.5739521384239197,-0.5708293914794922,0.9983232021331787
1,27,0.5673127770423889,0.8380664587020874,-0.6390658617019653,0.9966314435005188
1,28,0.4399082064628601,0.8447020649909973,-0.6402053236961365,0.9978879690170288
